customer_name,artist_name,total_bill
Ellie                                              Sullivan                                          ,Legião Urbana,0.99
Dan                                                Miller                                            ,Black Sabbath,0.99
Alexandre                                          Rocha                                             ,Itzhak Perlman,0.99
Stanisław                                          Wójcik                                            ,Gilberto Gil,0.99
Emma                                               Jones                                             ,Jota Quest,0.99
Ladislav                                           Kovács                                            ,Creedence Clearwater Revival,0.99
Helena                                             Holý                                              ,Kiss,0.99
Lucas                                              Mancini                                           ,Aaron Goldberg,0.99
Stanisław                                          Wójcik                                            ,Eric Clapton,0.99
Tim                                                Goyer                                             ,Tim Maia,0.99
R                                                  Madhav                                            ,UB40,0.99
Emma                                               Jones                                             ,The Police,0.99
Isabelle                                           Mercier                                           ,The Police,0.99
Daan                                               Peeters                                           ,AC/DC,0.99
Frank                                              Harris                                            ,Os Mutantes,0.99
Ellie                                              Sullivan                                          ,Mötley Crüe,0.99
Frank                                              Harris                                            ,Marvin Gaye,0.99
Fynn                                               Zimmermann                                        ,Karsh Kale,0.99
Jack                                               Smith                                             ,Eric Clapton,0.99
Lucas                                              Mancini                                           ,Os Mutantes,0.99
Luís                                               Gonçalves                                         ,Motörhead,0.99
Niklas                                             Schröder                                          ,Deep Purple,0.99
Patrick                                            Gray                                              ,Queen,0.99
Stanisław                                          Wójcik                                            ,The Black Crowes,0.99
Victor                                             Stevens                                           ,Aerosmith,0.99
Robert                                             Brown                                             ,Pearl Jam,0.99
Manoj                                              Pareek                                            ,The Clash,0.99
Diego                                              Gutiérrez                                         ,Guns N' Roses,0.99
Michelle                                           Brooks                                            ,Raul Seixas,0.99
Dan                                                Miller                                            ,JET,0.99
Edward                                             Francis                                           ,Van Halen,0.99
Luis                                               Rojas                                             ,The Black Crowes,0.99
Luis                                               Rojas                                             ,Cake,0.99
Frank                                              Harris                                            ,Green Day,0.99
Heather                                            Leacock                                           ,JET,0.99
Daan                                               Peeters                                           ,Amy Winehouse,0.99
Kathy                                              Chase                                             ,System Of A Down,0.99
Frank                                              Harris                                            ,Deep Purple,0.99
François                                           Tremblay                                          ,Foo Fighters,0.99
Leonie                                             Köhler                                            ,Alice In Chains,0.99
Daan                                               Peeters                                           ,Kiss,0.99
Kara                                               Nielsen                                           ,Lenny Kravitz,0.99
Julia                                              Barnett                                           ,Billy Cobham,0.99
Madalena                                           Sampaio                                           ,Guns N' Roses,0.99
Michelle                                           Brooks                                            ,Van Halen,0.99
Dominique                                          Lefebvre                                          ,System Of A Down,0.99
Bjørn                                              Hansen                                            ,Jamiroquai,0.99
Emma                                               Jones                                             ,Cake,0.99
Fernanda                                           Ramos                                             ,Led Zeppelin,0.99
Frank                                              Ralston                                           ,Amy Winehouse,0.99
Alexandre                                          Rocha                                             ,Def Leppard,0.99
Richard                                            Cunningham                                        ,Red Hot Chili Peppers,0.99
Mark                                               Taylor                                            ,The Who,0.99
Steve                                              Murray                                            ,Iron Maiden,0.99
Michelle                                           Brooks                                            ,JET,0.99
Kara                                               Nielsen                                           ,Incognito,0.99
Kathy                                              Chase                                             ,UB40,0.99
Heather                                            Leacock                                           ,Soundgarden,0.99
Helena                                             Holý                                              ,Milton Nascimento,0.99
Mark                                               Taylor                                            ,Godsmack,0.99
Frank                                              Ralston                                           ,Ozzy Osbourne,0.99
Helena                                             Holý                                              ,Bruce Dickinson,0.99
Dan                                                Miller                                            ,Skank,0.99
Phil                                               Hughes                                            ,Guns N' Roses,0.99
Frank                                              Ralston                                           ,Os Mutantes,0.99
Mark                                               Philips                                           ,Marvin Gaye,0.99
Patrick                                            Gray                                              ,Mötley Crüe,0.99
Alexandre                                          Rocha                                             ,Judas Priest,0.99
Stanisław                                          Wójcik                                            ,Calexico,0.99
Hannah                                             Schneider                                         ,Deep Purple,0.99
Phil                                               Hughes                                            ,The Doors,0.99
Leonie                                             Köhler                                            ,Chico Buarque,0.99
Kathy                                              Chase                                             ,Jimi Hendrix,0.99
Hugh                                               O'Reilly                                          ,Black Sabbath,0.99
Terhi                                              Hämäläinen                                        ,Led Zeppelin,0.99
Edward                                             Francis                                           ,Chico Buarque,0.99
Fernanda                                           Ramos                                             ,Zeca Pagodinho,0.99
Heather                                            Leacock                                           ,Def Leppard,0.99
Marc                                               Dubois                                            ,Alice In Chains,0.99
Richard                                            Cunningham                                        ,Stone Temple Pilots,0.99
Fynn                                               Zimmermann                                        ,Creedence Clearwater Revival,0.99
Leonie                                             Köhler                                            ,Marvin Gaye,0.99
Tim                                                Goyer                                             ,Guns N' Roses,0.99
Daan                                               Peeters                                           ,The Posies,0.99
Alexandre                                          Rocha                                             ,Titãs,0.99
Hannah                                             Schneider                                         ,Billy Cobham,0.99
Puja                                               Srivastava                                        ,The Rolling Stones,0.99
Wyatt                                              Girard                                            ,U2,0.99
Kara                                               Nielsen                                           ,Red Hot Chili Peppers,0.99
Martha                                             Silk                                              ,Faith No More,0.99
Stanisław                                          Wójcik                                            ,Van Halen,0.99
Marc                                               Dubois                                            ,R.E.M.,0.99
Luis                                               Rojas                                             ,Van Halen,0.99
Luís                                               Gonçalves                                         ,Mötley Crüe,0.99
François                                           Tremblay                                          ,Def Leppard,0.99
Steve                                              Murray                                            ,Aerosmith,0.99
Patrick                                            Gray                                              ,Marillion,0.99
Leonie                                             Köhler                                            ,Deep Purple,0.99
John                                               Gordon                                            ,Alanis Morissette,0.99
Martha                                             Silk                                              ,Aerosmith,0.99
Jack                                               Smith                                             ,Velvet Revolver,0.99
Mark                                               Taylor                                            ,Marvin Gaye,0.99
Joakim                                             Johansson                                         ,U2,0.99
Johannes                                           Van der Berg                                      ,The Doors,0.99
Luís                                               Gonçalves                                         ,Stone Temple Pilots,0.99
Heather                                            Leacock                                           ,Men At Work,0.99
Phil                                               Hughes                                            ,Academy of St. Martin in the Fields & Sir Neville Marriner,0.99
Wyatt                                              Girard                                            ,Apocalyptica,0.99
Luís                                               Gonçalves                                         ,Joe Satriani,0.99
Richard                                            Cunningham                                        ,Pink Floyd,0.99
Joakim                                             Johansson                                         ,Judas Priest,0.99
Camille                                            Bernard                                           ,Godsmack,0.99
Camille                                            Bernard                                           ,Metallica,0.99
Emma                                               Jones                                             ,Green Day,0.99
Ellie                                              Sullivan                                          ,Itzhak Perlman,0.99
Astrid                                             Gruber                                            ,AC/DC,0.99
Tim                                                Goyer                                             ,Aerosmith,0.99
François                                           Tremblay                                          ,Buddy Guy,0.99
Frank                                              Ralston                                           ,Foo Fighters,0.99
Emma                                               Jones                                             ,Os Mutantes,0.99
Patrick                                            Gray                                              ,R.E.M.,0.99
Mark                                               Taylor                                            ,AC/DC,0.99
Ellie                                              Sullivan                                          ,Nirvana,0.99
Richard                                            Cunningham                                        ,Buddy Guy,0.99
Aaron                                              Mitchell                                          ,Metallica,0.99
Emma                                               Jones                                             ,Foo Fighters,0.99
Fernanda                                           Ramos                                             ,Skank,0.99
John                                               Gordon                                            ,Chris Cornell,0.99
R                                                  Madhav                                            ,Def Leppard,0.99
Hugh                                               O'Reilly                                          ,The Police,0.99
Alexandre                                          Rocha                                             ,Aerosmith,0.99
Mark                                               Philips                                           ,Amy Winehouse,0.99
Ladislav                                           Kovács                                            ,The Rolling Stones,0.99
Mark                                               Philips                                           ,Eric Clapton,0.99
Kathy                                              Chase                                             ,The Who,0.99
John                                               Gordon                                            ,Led Zeppelin,0.99
Manoj                                              Pareek                                            ,Apocalyptica,0.99
Steve                                              Murray                                            ,Os Mutantes,0.99
Luis                                               Rojas                                             ,Soundgarden,0.99
Leonie                                             Köhler                                            ,Guns N' Roses,0.99
Marc                                               Dubois                                            ,Nirvana,0.99
Marc                                               Dubois                                            ,Foo Fighters,0.99
Puja                                               Srivastava                                        ,Alice In Chains,0.99
Hugh                                               O'Reilly                                          ,Velvet Revolver,0.99
Frank                                              Ralston                                           ,System Of A Down,0.99
Julia                                              Barnett                                           ,Creedence Clearwater Revival,0.99
Ladislav                                           Kovács                                            ,AC/DC,0.99
Dominique                                          Lefebvre                                          ,Chico Buarque,0.99
Luís                                               Gonçalves                                         ,Metallica,0.99
Manoj                                              Pareek                                            ,Red Hot Chili Peppers,0.99
Puja                                               Srivastava                                        ,Amy Winehouse,0.99
Eduardo                                            Martins                                           ,Aerosmith,0.99
Frank                                              Ralston                                           ,Alice In Chains,0.99
Lucas                                              Mancini                                           ,JET,0.99
Luis                                               Rojas                                             ,Velvet Revolver,0.99
Isabelle                                           Mercier                                           ,Buddy Guy,0.99
François                                           Tremblay                                          ,Karsh Kale,0.99
R                                                  Madhav                                            ,Stone Temple Pilots,0.99
Julia                                              Barnett                                           ,House Of Pain,0.99
Edward                                             Francis                                           ,Aisha Duo,0.99
Bjørn                                              Hansen                                            ,Cake,0.99
Manoj                                              Pareek                                            ,AC/DC,0.99
Victor                                             Stevens                                           ,Faith No More,0.99
Bjørn                                              Hansen                                            ,The Clash,0.99
Robert                                             Brown                                             ,AC/DC,0.99
Wyatt                                              Girard                                            ,Stone Temple Pilots,0.99
Edward                                             Francis                                           ,The Cult,0.99
Ladislav                                           Kovács                                            ,Frank Sinatra,0.99
Manoj                                              Pareek                                            ,U2,0.99
Fernanda                                           Ramos                                             ,Audioslave,0.99
Madalena                                           Sampaio                                           ,Alice In Chains,0.99
Enrique                                            Muñoz                                             ,The Cult,0.99
João                                               Fernandes                                         ,Accept,0.99
Frank                                              Ralston                                           ,Green Day,0.99
Eduardo                                            Martins                                           ,Ozzy Osbourne,0.99
Terhi                                              Hämäläinen                                        ,Maurizio Pollini,0.99
Niklas                                             Schröder                                          ,System Of A Down,0.99
João                                               Fernandes                                         ,Stone Temple Pilots,0.99
Madalena                                           Sampaio                                           ,UB40,0.99
Jennifer                                           Peterson                                          ,Santana,0.99
Emma                                               Jones                                             ,Audioslave,0.99
Kathy                                              Chase                                             ,Jota Quest,0.99
Jack                                               Smith                                             ,UB40,0.99
Bjørn                                              Hansen                                            ,Foo Fighters,0.99
Frank                                              Ralston                                           ,R.E.M.,0.99
John                                               Gordon                                            ,Buddy Guy,0.99
Puja                                               Srivastava                                        ,Van Halen,0.99
Marc                                               Dubois                                            ,Rush,0.99
Diego                                              Gutiérrez                                         ,The Rolling Stones,0.99
Eduardo                                            Martins                                           ,Aaron Goldberg,0.99
Fernanda                                           Ramos                                             ,Frank Sinatra,0.99
Camille                                            Bernard                                           ,Frank Sinatra,0.99
Alexandre                                          Rocha                                             ,Chico Buarque,0.99
Luis                                               Rojas                                             ,Lenny Kravitz,0.99
Emma                                               Jones                                             ,Alice In Chains,0.99
Roberto                                            Almeida                                           ,Iron Maiden,0.99
Niklas                                             Schröder                                          ,U2,0.99
Martha                                             Silk                                              ,Pearl Jam,0.99
François                                           Tremblay                                          ,The Rolling Stones,0.99
Stanisław                                          Wójcik                                            ,Cake,0.99
Camille                                            Bernard                                           ,The Police,0.99
Robert                                             Brown                                             ,Nirvana,0.99
Julia                                              Barnett                                           ,Frank Sinatra,0.99
Isabelle                                           Mercier                                           ,Godsmack,0.99
Kathy                                              Chase                                             ,Raimundos,0.99
Frank                                              Ralston                                           ,UB40,0.99
Niklas                                             Schröder                                          ,Christopher O'Riley,0.99
Eduardo                                            Martins                                           ,Van Halen,0.99
Helena                                             Holý                                              ,The Rolling Stones,0.99
Steve                                              Murray                                            ,Accept,0.99
Dominique                                          Lefebvre                                          ,Creedence Clearwater Revival,0.99
Madalena                                           Sampaio                                           ,The Rolling Stones,0.99
Joakim                                             Johansson                                         ,Rush,0.99
Steve                                              Murray                                            ,System Of A Down,0.99
Ellie                                              Sullivan                                          ,Aerosmith,0.99
Richard                                            Cunningham                                        ,Deep Purple,0.99
Daan                                               Peeters                                           ,Alanis Morissette,0.99
Madalena                                           Sampaio                                           ,Frank Sinatra,0.99
Camille                                            Bernard                                           ,Soundgarden,0.99
Eduardo                                            Martins                                           ,Apocalyptica,0.99
Isabelle                                           Mercier                                           ,David Coverdale,0.99
Daan                                               Peeters                                           ,Green Day,0.99
Stanisław                                          Wójcik                                            ,Judas Priest,0.99
Mark                                               Philips                                           ,The Who,0.99
Joakim                                             Johansson                                         ,Legião Urbana,0.99
Luís                                               Gonçalves                                         ,System Of A Down,0.99
Terhi                                              Hämäläinen                                        ,Nirvana,0.99
Camille                                            Bernard                                           ,AC/DC,0.99
John                                               Gordon                                            ,Marillion,0.99
Michelle                                           Brooks                                            ,Buddy Guy,0.99
Martha                                             Silk                                              ,Metallica,0.99
John                                               Gordon                                            ,The Clash,0.99
Fernanda                                           Ramos                                             ,Van Halen,0.99
Patrick                                            Gray                                              ,Miles Davis,0.99
Aaron                                              Mitchell                                          ,Soundgarden,0.99
Roberto                                            Almeida                                           ,Lenny Kravitz,0.99
Diego                                              Gutiérrez                                         ,Judas Priest,0.99
Ladislav                                           Kovács                                            ,Raimundos,0.99
Roberto                                            Almeida                                           ,System Of A Down,0.99
Patrick                                            Gray                                              ,Cássia Eller,0.99
Tim                                                Goyer                                             ,The Who,0.99
Victor                                             Stevens                                           ,Marillion,0.99
Frank                                              Ralston                                           ,Marillion,0.99
Jennifer                                           Peterson                                          ,Mötley Crüe,0.99
Edward                                             Francis                                           ,Frank Sinatra,0.99
Stanisław                                          Wójcik                                            ,Yo-Yo Ma,0.99
Camille                                            Bernard                                           ,Faith No More,0.99
Fernanda                                           Ramos                                             ,Miles Davis,0.99
Johannes                                           Van der Berg                                      ,AC/DC,0.99
Dominique                                          Lefebvre                                          ,Eric Clapton,0.99
Emma                                               Jones                                             ,Ozzy Osbourne,0.99
Julia                                              Barnett                                           ,Soundgarden,0.99
Dominique                                          Lefebvre                                          ,Men At Work,0.99
Luis                                               Rojas                                             ,Iron Maiden,0.99
Jack                                               Smith                                             ,Temple of the Dog,0.99
R                                                  Madhav                                            ,The Rolling Stones,0.99
Puja                                               Srivastava                                        ,Led Zeppelin,0.99
Patrick                                            Gray                                              ,Alanis Morissette,0.99
Steve                                              Murray                                            ,Godsmack,0.99
Wyatt                                              Girard                                            ,The Black Crowes,0.99
Dominique                                          Lefebvre                                          ,The Rolling Stones,0.99
Camille                                            Bernard                                           ,Luciano Pavarotti,0.99
Dominique                                          Lefebvre                                          ,The Doors,0.99
Daan                                               Peeters                                           ,Deep Purple,0.99
Helena                                             Holý                                              ,Green Day,0.99
Dan                                                Miller                                            ,Scorpions,0.99
Jennifer                                           Peterson                                          ,The Police,0.99
Martha                                             Silk                                              ,Eric Clapton,0.99
Dominique                                          Lefebvre                                          ,Apocalyptica,0.99
Richard                                            Cunningham                                        ,AC/DC,0.99
Jack                                               Smith                                             ,Scorpions,0.99
Phil                                               Hughes                                            ,Gustav Mahler,0.99
Diego                                              Gutiérrez                                         ,Pearl Jam,0.99
Fynn                                               Zimmermann                                        ,Marvin Gaye,0.99
Fynn                                               Zimmermann                                        ,Lenny Kravitz,0.99
Ladislav                                           Kovács                                            ,Led Zeppelin,0.99
Lucas                                              Mancini                                           ,James Brown,0.99
Marc                                               Dubois                                            ,Jamiroquai,0.99
Astrid                                             Gruber                                            ,Kiss,0.99
Leonie                                             Köhler                                            ,Itzhak Perlman,0.99
Alexandre                                          Rocha                                             ,System Of A Down,0.99
Helena                                             Holý                                              ,O Rappa,0.99
Puja                                               Srivastava                                        ,Scorpions,0.99
Jack                                               Smith                                             ,The Cult,0.99
Hugh                                               O'Reilly                                          ,System Of A Down,0.99
Ladislav                                           Kovács                                            ,Scorpions,0.99
Aaron                                              Mitchell                                          ,Scorpions,0.99
Luís                                               Gonçalves                                         ,Scorpions,0.99
Terhi                                              Hämäläinen                                        ,Cake,0.99
R                                                  Madhav                                            ,Velvet Revolver,0.99
Frank                                              Ralston                                           ,Cake,0.99
Puja                                               Srivastava                                        ,Stone Temple Pilots,0.99
Manoj                                              Pareek                                            ,Luciano Pavarotti,0.99
Aaron                                              Mitchell                                          ,AC/DC,0.99
Marc                                               Dubois                                            ,James Brown,0.99
Dan                                                Miller                                            ,The Clash,0.99
Luis                                               Rojas                                             ,Marvin Gaye,0.99
Ladislav                                           Kovács                                            ,Motörhead,0.99
Terhi                                              Hämäläinen                                        ,Foo Fighters,0.99
Luis                                               Rojas                                             ,Black Sabbath,0.99
Ladislav                                           Kovács                                            ,Iron Maiden,0.99
Tim                                                Goyer                                             ,Iron Maiden,0.99
Ellie                                              Sullivan                                          ,The Clash,0.99
Madalena                                           Sampaio                                           ,Accept,0.99
Michelle                                           Brooks                                            ,Cake,0.99
Heather                                            Leacock                                           ,Queen,0.99
Enrique                                            Muñoz                                             ,Yo-Yo Ma,0.99
Frank                                              Ralston                                           ,The Clash,0.99
Dan                                                Miller                                            ,Aerosmith,0.99
Steve                                              Murray                                            ,Velvet Revolver,0.99
Hannah                                             Schneider                                         ,Stone Temple Pilots,0.99
Eduardo                                            Martins                                           ,Audioslave,0.99
Richard                                            Cunningham                                        ,Cake,0.99
Lucas                                              Mancini                                           ,The Doors,0.99
Steve                                              Murray                                            ,Cake,0.99
Luís                                               Gonçalves                                         ,R.E.M.,0.99
John                                               Gordon                                            ,Velvet Revolver,0.99
Mark                                               Philips                                           ,Rush,0.99
Frank                                              Ralston                                           ,The Who,0.99
François                                           Tremblay                                          ,Itzhak Perlman,0.99
John                                               Gordon                                            ,Deep Purple,0.99
Heather                                            Leacock                                           ,Eric Clapton,0.99
João                                               Fernandes                                         ,Motörhead,0.99
Joakim                                             Johansson                                         ,Def Leppard,0.99
Ellie                                              Sullivan                                          ,Planet Hemp,0.99
Niklas                                             Schröder                                          ,Miles Davis,0.99
Camille                                            Bernard                                           ,Black Label Society,0.99
Stanisław                                          Wójcik                                            ,Amy Winehouse,0.99
Edward                                             Francis                                           ,The Clash,0.99
Hugh                                               O'Reilly                                          ,House Of Pain,0.99
Heather                                            Leacock                                           ,Velvet Revolver,0.99
Madalena                                           Sampaio                                           ,Jamiroquai,0.99
Diego                                              Gutiérrez                                         ,James Brown,0.99
Aaron                                              Mitchell                                          ,Mötley Crüe,0.99
Julia                                              Barnett                                           ,Aerosmith,0.99
Luis                                               Rojas                                             ,Metallica,0.99
Patrick                                            Gray                                              ,Jimi Hendrix,0.99
Enrique                                            Muñoz                                             ,Tim Maia,0.99
Edward                                             Francis                                           ,Alice In Chains,0.99
Dan                                                Miller                                            ,Mötley Crüe,0.99
Fernanda                                           Ramos                                             ,Soundgarden,0.99
Enrique                                            Muñoz                                             ,Gonzaguinha,0.99
Richard                                            Cunningham                                        ,Frank Sinatra,0.99
Stanisław                                          Wójcik                                            ,Deep Purple,0.99
Patrick                                            Gray                                              ,Men At Work,0.99
Luís                                               Gonçalves                                         ,Godsmack,0.99
Steve                                              Murray                                            ,Luciano Pavarotti,0.99
João                                               Fernandes                                         ,The Doors,0.99
Enrique                                            Muñoz                                             ,Luciano Pavarotti,0.99
Puja                                               Srivastava                                        ,AC/DC,0.99
François                                           Tremblay                                          ,Velvet Revolver,0.99
R                                                  Madhav                                            ,Green Day,0.99
Puja                                               Srivastava                                        ,The Police,0.99
John                                               Gordon                                            ,Karsh Kale,0.99
Dan                                                Miller                                            ,Luciana Souza/Romero Lubambo,0.99
Enrique                                            Muñoz                                             ,Eric Clapton,0.99
Wyatt                                              Girard                                            ,Ozzy Osbourne,0.99
Camille                                            Bernard                                           ,UB40,0.99
Alexandre                                          Rocha                                             ,Nirvana,0.99
Lucas                                              Mancini                                           ,Alice In Chains,0.99
Camille                                            Bernard                                           ,Queen,0.99
François                                           Tremblay                                          ,Legião Urbana,0.99
Johannes                                           Van der Berg                                      ,Rush,0.99
Mark                                               Taylor                                            ,Creedence Clearwater Revival,0.99
Tim                                                Goyer                                             ,Pearl Jam,0.99
Stanisław                                          Wójcik                                            ,R.E.M.,0.99
Patrick                                            Gray                                              ,The Who,0.99
Astrid                                             Gruber                                            ,R.E.M.,0.99
Camille                                            Bernard                                           ,Pink Floyd,0.99
Michelle                                           Brooks                                            ,Def Leppard,0.99
Hugh                                               O'Reilly                                          ,UB40,0.99
Emma                                               Jones                                             ,Lulu Santos,0.99
Marc                                               Dubois                                            ,Faith No More,0.99
Fernanda                                           Ramos                                             ,Cake,0.99
Mark                                               Philips                                           ,Page & Plant,0.99
Puja                                               Srivastava                                        ,R.E.M.,0.99
Jack                                               Smith                                             ,Pink Floyd,0.99
